Class,Realm,Index,Name,Level,Cost,Fail
"Paladin","Life",1,"Cure Light Wounds",1,1,30
"Paladin","Life",2,"Bless",3,2,35
"Paladin","Life",3,"Regeneration",4,3,35
"Paladin","Life",4,"Call Light",5,5,35
"Paladin","Life",5,"Detect Doors & Traps",7,7,35
"Paladin","Life",6,"Cure Medium Wounds",9,8,40
"Paladin","Life",7,"Cure Poison",12,12,40
"Paladin","Life",8,"Satisfy Hunger",15,14,45
"Paladin","Life",9,"Remove Curse",16,16,45
"Paladin","Life",10,"Fasting",17,17,50
"Paladin","Life",11,"Cure Critical Wounds",18,18,50
"Paladin","Life",12,"Resist Heat and Cold",19,19,50
"Paladin","Life",13,"Sense Surroundings",20,20,50
"Paladin","Life",14,"Turn Undead",23,23,50
"Paladin","Life",15,"Healing",30,30,55
"Paladin","Life",16,"Glyph of Warding",35,70,75
"Paladin","Life",17,"Dispel Curse",26,30,50
"Paladin","Life",18,"Perception",28,25,70
"Paladin","Life",19,"Dispel Undead",33,33,60
"Paladin","Life",20,"Sustaining",35,35,60
"Paladin","Life",21,"Cure Mutation",35,35,70
"Paladin","Life",22,"Word of Recall",35,55,80
"Paladin","Life",23,"Transcendence",39,40,80
"Paladin","Life",24,"Warding True",46,70,80
"Paladin","Life",25,"Sterilization",9,15,50
"Paladin","Life",26,"Detection",25,25,50
"Paladin","Life",27,"Annihilate Undead",35,55,80
"Paladin","Life",28,"Clairvoyance",42,100,80
"Paladin","Life",29,"Restoration",45,90,80
"Paladin","Life",30,"Healing True",48,50,80
"Paladin","Life",31,"Holy Vision",49,100,80
"Paladin","Life",32,"Ultimate Resistance",50,100,80
"Paladin","Death",1,"Detect Unlife",1,1,25
"Paladin","Death",2,"Malediction",3,2,25
"Paladin","Death",3,"Detect Evil",4,3,25
"Paladin","Death",4,"Stinking Cloud",6,5,27
"Paladin","Death",5,"Black Sleep",8,8,30
"Paladin","Death",6,"Undead Resistance",10,11,75
"Paladin","Death",7,"Horrify",12,12,30
"Paladin","Death",8,"Enslave Undead",15,15,40
"Paladin","Death",9,"Orb of Entropy",17,17,40
"Paladin","Death",10,"Nether Bolt",19,19,30
"Paladin","Death",11,"Cloud kill",23,23,50
"Paladin","Death",12,"Genocide One",35,35,60
"Paladin","Death",13,"Poison Branding",38,75,90
"Paladin","Death",14,"Vampiric Drain",46,40,80
"Paladin","Death",15,"Animate dead",45,38,70
"Paladin","Death",16,"Genocide",47,35,95
"Paladin","Death",17,"Berserk",15,20,80
"Paladin","Death",18,"Invoke Spirits",15,20,80
"Paladin","Death",19,"Dark Bolt",18,20,30
"Paladin","Death",20,"Battle Frenzy",38,53,80
"Paladin","Death",21,"Vampiric Branding",40,100,60
"Paladin","Death",22,"Vampirism True",42,40,70
"Paladin","Death",23,"Nether Wave",44,40,60
"Paladin","Death",24,"Darkness Storm",48,50,80
"Paladin","Death",25,"Death Ray",30,35,75
"Paladin","Death",26,"Raise the Dead",36,85,90
"Paladin","Death",27,"Esoteria",38,45,95
"Paladin","Death",28,"Polymorph Vampire",45,45,70
"Paladin","Death",29,"Restore Life",47,52,75
"Paladin","Death",30,"Mass Genocide",48,75,85
"Paladin","Death",31,"Nether Storm",49,90,90
"Paladin","Death",32,"Wraithform",50,111,95
"Paladin","Daemon",1,"Magic Missile",1,1,20
"Paladin","Daemon",2,"Detect Unlife",2,1,22
"Paladin","Daemon",3,"Evil Bless",3,2,25
"Paladin","Daemon",4,"Resist Fire",4,5,30
"Paladin","Daemon",5,"Horrify",7,5,45
"Paladin","Daemon",6,"Nether Bolt",10,7,40
"Paladin","Daemon",7,"Summon Manes",11,9,35
"Paladin","Daemon",8,"Hellish Flame",13,13,40
"Paladin","Daemon",9,"Dominate Demon",15,14,45
"Paladin","Daemon",10,"Vision",17,15,60
"Paladin","Daemon",11,"Resist Nether",20,18,50
"Paladin","Daemon",12,"Plasma bolt",23,15,50
"Paladin","Daemon",13,"Fire Ball",25,16,50
"Paladin","Daemon",14,"Fire Branding",30,75,80
"Paladin","Daemon",15,"Nether Ball",32,28,70
"Paladin","Daemon",16,"Summon Demon",36,70,85
"Paladin","Daemon",17,"Devilish Eye",12,12,45
"Paladin","Daemon",18,"Devilish Cloak",15,20,60
"Paladin","Daemon",19,"The Flow of Lava",25,22,65
"Paladin","Daemon",20,"Plasma Ball",34,30,80
"Paladin","Daemon",21,"Polymorph Demon",35,40,80
"Paladin","Daemon",22,"Nether Wave",37,35,85
"Paladin","Daemon",23,"Kiss of Succubus",40,40,85
"Paladin","Daemon",24,"Doom Hand",46,80,80
"Paladin","Daemon",25,"Raise the Morale",9,9,50
"Paladin","Daemon",26,"Immortal Body",26,25,85
"Paladin","Daemon",27,"Insanity Circle",36,35,80
"Paladin","Daemon",28,"Explode Pets",41,50,85
"Paladin","Daemon",29,"Summon Greater Demon",43,100,90
"Paladin","Daemon",30,"Hellfire",49,115,95
"Paladin","Daemon",31,"Send to Hell",50,85,80
"Paladin","Daemon",32,"Polymorph Demonlord",50,120,95
"Paladin","Crusade",1,"Punishment",1,1,20
"Paladin","Crusade",2,"Detect Evil",3,1,30
"Paladin","Crusade",3,"Remove Fear",5,4,35
"Paladin","Crusade",4,"Scare Monster",8,8,30
"Paladin","Crusade",5,"Sanctuary",9,9,50
"Paladin","Crusade",6,"Portal",13,12,50
"Paladin","Crusade",7,"Star Dust",15,14,55
"Paladin","Crusade",8,"Purify",17,12,55
"Paladin","Crusade",9,"Scatter Evil",18,18,50
"Paladin","Crusade",10,"Holy Orb",22,19,55
"Paladin","Crusade",11,"Exorcism",24,22,50
"Paladin","Crusade",12,"Remove Curse",27,25,80
"Paladin","Crusade",13,"Sense Unseen",29,28,65
"Paladin","Crusade",14,"Protection from Evil",34,28,65
"Paladin","Crusade",15,"Judgment Thunder",43,43,85
"Paladin","Crusade",16,"Holy Word",40,40,85
"Paladin","Crusade",17,"Unbarring Ways",8,8,33
"Paladin","Crusade",18,"Arrest",20,20,60
"Paladin","Crusade",19,"Angelic Cloak",25,21,65
"Paladin","Crusade",20,"Dispel Undead & Demons",28,28,60
"Paladin","Crusade",21,"Dispel Evil",35,32,70
"Paladin","Crusade",22,"Holy Blade",38,80,95
"Paladin","Crusade",23,"Star Burst",46,55,80
"Paladin","Crusade",24,"Summon Angel",48,111,85
"Paladin","Crusade",25,"Heroism",10,10,66
"Paladin","Crusade",26,"Dispel Curse",35,45,80
"Paladin","Crusade",27,"Banish Evil",36,33,75
"Paladin","Crusade",28,"Armageddon",42,40,80
"Paladin","Crusade",29,"An Eye for an Eye",44,50,80
"Paladin","Crusade",30,"Wrath of the God",47,80,85
"Paladin","Crusade",31,"Divine Intervention",48,100,90
"Paladin","Crusade",32,"Crusade",50,100,80
"Warrior-Mage","Life",1,"Cure Light Wounds",2,2,30
"Warrior-Mage","Life",2,"Bless",4,4,35
"Warrior-Mage","Life",3,"Regeneration",5,5,35
"Warrior-Mage","Life",4,"Call Light",6,6,35
"Warrior-Mage","Life",5,"Detect Doors & Traps",8,8,35
"Warrior-Mage","Life",6,"Cure Medium Wounds",9,9,40
"Warrior-Mage","Life",7,"Cure Poison",14,14,40
"Warrior-Mage","Life",8,"Satisfy Hunger",16,16,45
"Warrior-Mage","Life",9,"Remove Curse",18,18,45
"Warrior-Mage","Life",10,"Fasting",20,20,50
"Warrior-Mage","Life",11,"Cure Critical Wounds",22,22,50
"Warrior-Mage","Life",12,"Resist Heat and Cold",24,24,50
"Warrior-Mage","Life",13,"Sense Surroundings",26,26,50
"Warrior-Mage","Life",14,"Turn Undead",28,28,50
"Warrior-Mage","Life",15,"Healing",33,33,55
"Warrior-Mage","Life",16,"Glyph of Warding",40,70,75
"Warrior-Mage","Life",17,"Dispel Curse",28,28,50
"Warrior-Mage","Life",18,"Perception",30,30,70
"Warrior-Mage","Life",19,"Dispel Undead",34,34,60
"Warrior-Mage","Life",20,"Sustaining",36,36,60
"Warrior-Mage","Life",21,"Cure Mutation",38,38,70
"Warrior-Mage","Life",22,"Word of Recall",42,55,80
"Warrior-Mage","Life",23,"Transcendence",45,45,80
"Warrior-Mage","Life",24,"Warding True",50,70,80
"Warrior-Mage","Life",25,"Sterilization",10,18,50
"Warrior-Mage","Life",26,"Detection",28,28,50
"Warrior-Mage","Life",27,"Annihilate Undead",38,85,80
"Warrior-Mage","Life",28,"Clairvoyance",45,90,80
"Warrior-Mage","Life",29,"Restoration",46,90,80
"Warrior-Mage","Life",30,"Healing True",48,50,80
"Warrior-Mage","Life",31,"Holy Vision",49,100,90
"Warrior-Mage","Life",32,"Ultimate Resistance",50,100,80
"Warrior-Mage","Sorcery",1,"Detect Monsters",1,1,23
"Warrior-Mage","Sorcery",2,"Phase Door",2,2,24
"Warrior-Mage","Sorcery",3,"Detect Doors and Traps",3,3,25
"Warrior-Mage","Sorcery",4,"Light Area",4,4,30
"Warrior-Mage","Sorcery",5,"Confuse Monster",5,5,30
"Warrior-Mage","Sorcery",6,"Teleport",6,6,35
"Warrior-Mage","Sorcery",7,"Sleep Monster",7,7,30
"Warrior-Mage","Sorcery",8,"Recharging",8,8,75
"Warrior-Mage","Sorcery",9,"Magic Mapping",10,9,75
"Warrior-Mage","Sorcery",10,"Mass Identify",11,10,75
"Warrior-Mage","Sorcery",11,"Slow Monster",12,11,75
"Warrior-Mage","Sorcery",12,"Mass Stasis",13,12,50
"Warrior-Mage","Sorcery",13,"Teleport Away",20,15,60
"Warrior-Mage","Sorcery",14,"Haste Self",27,18,60
"Warrior-Mage","Sorcery",15,"Detection True",33,25,70
"Warrior-Mage","Sorcery",16,"Identify True",40,40,75
"Warrior-Mage","Sorcery",17,"Inventory Protection",4,4,25
"Warrior-Mage","Sorcery",18,"Stair Creation",14,12,80
"Warrior-Mage","Sorcery",19,"Sense Minds",16,14,60
"Warrior-Mage","Sorcery",20,"Teleport to town",21,35,70
"Warrior-Mage","Sorcery",21,"Self Knowledge",19,19,85
"Warrior-Mage","Sorcery",22,"Teleport Level",24,22,60
"Warrior-Mage","Sorcery",23,"Word of Recall",28,28,75
"Warrior-Mage","Sorcery",24,"Dimension Door",44,45,70
"Warrior-Mage","Sorcery",25,"Probing",12,12,40
"Warrior-Mage","Sorcery",26,"Door Creation",23,28,80
"Warrior-Mage","Sorcery",27,"Telekinesis",19,19,75
"Warrior-Mage","Sorcery",28,"Clairvoyance",35,45,80
"Warrior-Mage","Sorcery",29,"Device Mastery",45,85,90
"Warrior-Mage","Sorcery",30,"Alchemy",46,55,90
"Warrior-Mage","Sorcery",31,"Banishment",48,50,80
"Warrior-Mage","Sorcery",32,"Globe of Invulnerability",48,75,85
"Warrior-Mage","Nature",1,"Detect Creatures",2,2,23
"Warrior-Mage","Nature",2,"Lightning",3,3,25
"Warrior-Mage","Nature",3,"Detect Doors and Traps",4,4,25
"Warrior-Mage","Nature",4,"Produce Food",5,5,35
"Warrior-Mage","Nature",5,"Daylight",6,6,50
"Warrior-Mage","Nature",6,"Wind Walker",7,7,50
"Warrior-Mage","Nature",7,"Resist Environment",8,8,50
"Warrior-Mage","Nature",8,"Cure Wounds & Poison",9,9,35
"Warrior-Mage","Nature",9,"Stone to Mud",10,10,40
"Warrior-Mage","Nature",10,"Frost Bolt",11,11,30
"Warrior-Mage","Nature",11,"Nature Awareness",12,12,45
"Warrior-Mage","Nature",12,"Fire Bolt",13,13,40
"Warrior-Mage","Nature",13,"Ray of Sunlight",14,14,30
"Warrior-Mage","Nature",14,"Entangle",19,15,65
"Warrior-Mage","Nature",15,"Nature's Gate",31,31,65
"Warrior-Mage","Nature",16,"Herbal Healing",45,60,85
"Warrior-Mage","Nature",17,"Stair Building",12,12,40
"Warrior-Mage","Nature",18,"Stone Skin",15,15,75
"Warrior-Mage","Nature",19,"Resistance True",20,22,85
"Warrior-Mage","Nature",20,"Forest Creation",25,30,85
"Warrior-Mage","Nature",21,"Stone Tell",40,42,90
"Warrior-Mage","Nature",22,"Wall of Stone",45,48,75
"Warrior-Mage","Nature",23,"Protect from Corrosion",46,95,90
"Warrior-Mage","Nature",24,"Call Sunlight",47,41,90
"Warrior-Mage","Nature",25,"Earthquake",25,25,60
"Warrior-Mage","Nature",26,"Fire Storm",27,27,60
"Warrior-Mage","Nature",27,"Blizzard",28,28,75
"Warrior-Mage","Nature",28,"Lightning Storm",33,33,75
"Warrior-Mage","Nature",29,"Whirlpool",38,38,85
"Warrior-Mage","Nature",30,"Ice Bolt",43,45,75
"Warrior-Mage","Nature",31,"Gravity Storm",45,45,75
"Warrior-Mage","Nature",32,"Nature's Wrath",50,85,65
"Warrior-Mage","Chaos",1,"Magic Missile",2,2,20
"Warrior-Mage","Chaos",2,"Trap / Door Destruction",3,3,22
"Warrior-Mage","Chaos",3,"Flash of Light",4,4,25
"Warrior-Mage","Chaos",4,"Touch of Confusion",5,5,30
"Warrior-Mage","Chaos",5,"Mana Burst",8,8,30
"Warrior-Mage","Chaos",6,"Fire Bolt",11,11,45
"Warrior-Mage","Chaos",7,"Fist of Force",17,15,45
"Warrior-Mage","Chaos",8,"Teleport Self",18,17,35
"Warrior-Mage","Chaos",9,"Wonder",21,21,45
"Warrior-Mage","Chaos",10,"Chaos Bolt",23,22,45
"Warrior-Mage","Chaos",11,"Sonic Boom",27,25,50
"Warrior-Mage","Chaos",12,"Doom Bolt",29,30,50
"Warrior-Mage","Chaos",13,"Fire Ball",33,33,50
"Warrior-Mage","Chaos",14,"Teleport Other",37,35,60
"Warrior-Mage","Chaos",15,"Word of Destruction",41,40,80
"Warrior-Mage","Chaos",16,"Invoke Logrus",48,50,85
"Warrior-Mage","Chaos",17,"Polymorph Other",12,12,45
"Warrior-Mage","Chaos",18,"Chain Lightning",17,16,60
"Warrior-Mage","Chaos",19,"Arcane Binding",20,18,80
"Warrior-Mage","Chaos",20,"Disintegrate",27,25,60
"Warrior-Mage","Chaos",21,"Alter Reality",35,30,85
"Warrior-Mage","Chaos",22,"Magic Rocket",46,46,85
"Warrior-Mage","Chaos",23,"Chaos Branding",49,95,80
"Warrior-Mage","Chaos",24,"Summon Demon",50,111,80
"Warrior-Mage","Chaos",25,"Beam of Gravity",24,20,66
"Warrior-Mage","Chaos",26,"Meteor Swarm",40,35,85
"Warrior-Mage","Chaos",27,"Flame Strike",41,39,75
"Warrior-Mage","Chaos",28,"Call Chaos",45,55,85
"Warrior-Mage","Chaos",29,"Polymorph Self",48,48,80
"Warrior-Mage","Chaos",30,"Mana Storm",49,60,85
"Warrior-Mage","Chaos",31,"Breathe Logrus",50,100,80
"Warrior-Mage","Chaos",32,"Call the Void",50,100,85
"Warrior-Mage","Death",1,"Detect Unlife",1,1,25
"Warrior-Mage","Death",2,"Malediction",2,2,25
"Warrior-Mage","Death",3,"Detect Evil",3,3,25
"Warrior-Mage","Death",4,"Stinking Cloud",4,4,27
"Warrior-Mage","Death",5,"Black Sleep",7,7,30
"Warrior-Mage","Death",6,"Undead Resistance",9,10,75
"Warrior-Mage","Death",7,"Horrify",10,10,30
"Warrior-Mage","Death",8,"Enslave Undead",12,12,30
"Warrior-Mage","Death",9,"Orb of Entropy",14,14,40
"Warrior-Mage","Death",10,"Nether Bolt",16,16,30
"Warrior-Mage","Death",11,"Cloud kill",21,21,50
"Warrior-Mage","Death",12,"Genocide One",28,28,85
"Warrior-Mage","Death",13,"Poison Branding",35,75,80
"Warrior-Mage","Death",14,"Vampiric Drain",38,35,60
"Warrior-Mage","Death",15,"Animate dead",44,55,80
"Warrior-Mage","Death",16,"Genocide",46,45,95
"Warrior-Mage","Death",17,"Berserk",10,22,80
"Warrior-Mage","Death",18,"Invoke Spirits",12,18,80
"Warrior-Mage","Death",19,"Dark Bolt",14,18,30
"Warrior-Mage","Death",20,"Battle Frenzy",30,30,75
"Warrior-Mage","Death",21,"Vampiric Branding",42,90,70
"Warrior-Mage","Death",22,"Vampirism True",43,40,60
"Warrior-Mage","Death",23,"Nether Wave",43,50,70
"Warrior-Mage","Death",24,"Darkness Storm",45,50,70
"Warrior-Mage","Death",25,"Death Ray",24,24,75
"Warrior-Mage","Death",26,"Raise the Dead",33,80,75
"Warrior-Mage","Death",27,"Esoteria",35,45,95
"Warrior-Mage","Death",28,"Polymorph Vampire",39,55,80
"Warrior-Mage","Death",29,"Restore Life",46,55,75
"Warrior-Mage","Death",30,"Mass Genocide",48,85,80
"Warrior-Mage","Death",31,"Nether Storm",49,60,80
"Warrior-Mage","Death",32,"Wraithform",50,123,95
"Warrior-Mage","Trump",1,"Phase Door",1,1,25
"Warrior-Mage","Trump",2,"Trump Spiders",5,5,25
"Warrior-Mage","Trump",3,"Shuffle",7,7,37
"Warrior-Mage","Trump",4,"Reset Recall",8,7,40
"Warrior-Mage","Trump",5,"Teleport",10,10,20
"Warrior-Mage","Trump",6,"Trump Spying",14,15,30
"Warrior-Mage","Trump",7,"Teleport Away",18,18,30
"Warrior-Mage","Trump",8,"Trump Animals",21,23,30
"Warrior-Mage","Trump",9,"Trump Reach",24,23,40
"Warrior-Mage","Trump",10,"Trump Kamikaze",27,24,35
"Warrior-Mage","Trump",11,"Phantasmal Servant",29,26,30
"Warrior-Mage","Trump",12,"Haste Monster",35,32,40
"Warrior-Mage","Trump",13,"Teleport Level",38,38,35
"Warrior-Mage","Trump",14,"Dimension Door",41,40,45
"Warrior-Mage","Trump",15,"Word of Recall",44,42,40
"Warrior-Mage","Trump",16,"Banish",48,46,35
"Warrior-Mage","Trump",17,"Swap Position",23,35,70
"Warrior-Mage","Trump",18,"Trump Undead",29,27,35
"Warrior-Mage","Trump",19,"Trump Reptiles",31,30,35
"Warrior-Mage","Trump",20,"Trump Monsters",33,30,35
"Warrior-Mage","Trump",21,"Trump Hounds",35,33,35
"Warrior-Mage","Trump",22,"Trump Branding",40,80,40
"Warrior-Mage","Trump",23,"Living Trump",42,120,45
"Warrior-Mage","Trump",24,"Trump Cyberdemon",50,135,45
"Warrior-Mage","Trump",25,"Trump Divination",33,30,30
"Warrior-Mage","Trump",26,"Trump Lore",40,60,45
"Warrior-Mage","Trump",27,"Heal Monster",42,65,40
"Warrior-Mage","Trump",28,"Trump Dragon",45,95,40
"Warrior-Mage","Trump",29,"Trump Meteor",45,50,70
"Warrior-Mage","Trump",30,"Trump Demon",48,125,40
"Warrior-Mage","Trump",31,"Trump Greater Undead",49,130,40
"Warrior-Mage","Trump",32,"Trump Ancient Dragon",50,135,40
"Warrior-Mage","Arcane",1,"Zap",1,1,20
"Warrior-Mage","Arcane",2,"Wizard Lock",2,1,33
"Warrior-Mage","Arcane",3,"Detect Invisibility",2,2,33
"Warrior-Mage","Arcane",4,"Detect Monsters",3,3,33
"Warrior-Mage","Arcane",5,"Blink",4,4,33
"Warrior-Mage","Arcane",6,"Light Area",5,5,40
"Warrior-Mage","Arcane",7,"Trap & Door Destruction",6,6,33
"Warrior-Mage","Arcane",8,"Cure Light Wounds",7,7,44
"Warrior-Mage","Arcane",9,"Detect Doors & Traps",8,8,40
"Warrior-Mage","Arcane",10,"Phlogiston",9,9,60
"Warrior-Mage","Arcane",11,"Detect Treasure",11,10,50
"Warrior-Mage","Arcane",12,"Detect Enchantment",12,11,50
"Warrior-Mage","Arcane",13,"Detect Objects",13,12,50
"Warrior-Mage","Arcane",14,"Cure Poison",14,13,50
"Warrior-Mage","Arcane",15,"Resist Cold",15,14,50
"Warrior-Mage","Arcane",16,"Resist Fire",16,15,50
"Warrior-Mage","Arcane",17,"Resist Lightning",17,16,50
"Warrior-Mage","Arcane",18,"Resist Acid",18,17,50
"Warrior-Mage","Arcane",19,"Cure Medium Wounds",19,18,33
"Warrior-Mage","Arcane",20,"Teleport",20,20,50
"Warrior-Mage","Arcane",21,"Identify",23,30,60
"Warrior-Mage","Arcane",22,"Stone to Mud",25,23,60
"Warrior-Mage","Arcane",23,"Ray of Light",28,25,60
"Warrior-Mage","Arcane",24,"Satisfy Hunger",30,27,70
"Warrior-Mage","Arcane",25,"See Invisible",33,30,60
"Warrior-Mage","Arcane",26,"Resist Poison",35,35,80
"Warrior-Mage","Arcane",27,"Teleport Level",39,38,80
"Warrior-Mage","Arcane",28,"Teleport Away",43,42,70
"Warrior-Mage","Arcane",29,"Recharging",45,44,66
"Warrior-Mage","Arcane",30,"Detection",47,45,80
"Warrior-Mage","Arcane",31,"Word of Recall",48,65,70
"Warrior-Mage","Arcane",32,"Clairvoyance",50,140,80
"Warrior-Mage","Craft",1,"Minor Enchantment",2,2,25
"Warrior-Mage","Craft",2,"Regeneration",3,3,25
"Warrior-Mage","Craft",3,"Satisfy Hunger",5,4,35
"Warrior-Mage","Craft",4,"Resist Cold",7,8,40
"Warrior-Mage","Craft",5,"Resist Fire",8,8,40
"Warrior-Mage","Craft",6,"Heroism",10,10,50
"Warrior-Mage","Craft",7,"Resist Lightning",12,8,40
"Warrior-Mage","Craft",8,"Resist Acid",13,8,40
"Warrior-Mage","Craft",9,"See Invisibility",15,17,55
"Warrior-Mage","Craft",10,"Remove Curse",20,20,60
"Warrior-Mage","Craft",11,"Resist Poison",22,22,65
"Warrior-Mage","Craft",12,"Berserk",25,24,80
"Warrior-Mage","Craft",13,"Self Knowledge",26,25,85
"Warrior-Mage","Craft",14,"Identify",31,30,65
"Warrior-Mage","Craft",15,"Curing",34,33,70
"Warrior-Mage","Craft",16,"Elemental Branding",44,80,90
"Warrior-Mage","Craft",17,"Telepathy",16,16,50
"Warrior-Mage","Craft",18,"Stone Skin",18,13,75
"Warrior-Mage","Craft",19,"Resistance",24,25,90
"Warrior-Mage","Craft",20,"Haste Self",28,18,60
"Warrior-Mage","Craft",21,"Whirlwind Attack",35,45,60
"Warrior-Mage","Craft",22,"Polish Shield",38,55,75
"Warrior-Mage","Craft",23,"Weaponmastery",45,80,70
"Warrior-Mage","Craft",24,"Magical Armor",48,65,70
"Warrior-Mage","Craft",25,"Remove All Curse",17,17,70
"Warrior-Mage","Craft",26,"Walk through Wall",35,65,80
"Warrior-Mage","Craft",27,"Knowledge True",40,55,90
"Warrior-Mage","Craft",28,"Enchantment",43,100,95
"Warrior-Mage","Craft",29,"Crafting",45,110,95
"Warrior-Mage","Craft",30,"Living Trump",47,120,80
"Warrior-Mage","Craft",31,"Immunity",50,75,80
"Warrior-Mage","Daemon",1,"Magic Missile",2,2,20
"Warrior-Mage","Daemon",2,"Detect Unlife",3,2,22
"Warrior-Mage","Daemon",3,"Evil Bless",5,4,25
"Warrior-Mage","Daemon",4,"Resist Fire",7,8,30
"Warrior-Mage","Daemon",5,"Horrify",11,8,30
"Warrior-Mage","Daemon",6,"Nether Bolt",13,10,50
"Warrior-Mage","Daemon",7,"Summon Manes",15,13,35
"Warrior-Mage","Daemon",8,"Hellish Flame",16,16,45
"Warrior-Mage","Daemon",9,"Dominate Demon",19,19,45
"Warrior-Mage","Daemon",10,"Vision",24,20,60
"Warrior-Mage","Daemon",11,"Resist Nether",26,25,50
"Warrior-Mage","Daemon",12,"Plasma bolt",29,30,50
"Warrior-Mage","Daemon",13,"Fire Ball",33,33,50
"Warrior-Mage","Daemon",14,"Fire Branding",35,75,80
"Warrior-Mage","Daemon",15,"Nether Ball",42,34,70
"Warrior-Mage","Daemon",16,"Summon Demon",44,90,85
"Warrior-Mage","Daemon",17,"Devilish Eye",16,16,45
"Warrior-Mage","Daemon",18,"Devilish Cloak",19,22,60
"Warrior-Mage","Daemon",19,"The Flow of Lava",37,50,60
"Warrior-Mage","Daemon",20,"Plasma Ball",38,35,80
"Warrior-Mage","Daemon",21,"Polymorph Demon",39,55,80
"Warrior-Mage","Daemon",22,"Nether Wave",42,38,80
"Warrior-Mage","Daemon",23,"Kiss of Succubus",46,45,75
"Warrior-Mage","Daemon",24,"Doom Hand",50,108,80
"Warrior-Mage","Daemon",25,"Raise the Morale",10,10,66
"Warrior-Mage","Daemon",26,"Immortal Body",32,32,85
"Warrior-Mage","Daemon",27,"Insanity Circle",41,48,80
"Warrior-Mage","Daemon",28,"Explode Pets",46,62,85
"Warrior-Mage","Daemon",29,"Summon Greater Demon",48,111,85
"Warrior-Mage","Daemon",30,"Hellfire",50,110,95
"Warrior-Mage","Daemon",31,"Send to Hell",50,105,80
"Warrior-Mage","Daemon",32,"Polymorph Demonlord",50,80,85
"Warrior-Mage","Crusade",1,"Punishment",2,1,20
"Warrior-Mage","Crusade",2,"Detect Evil",4,2,30
"Warrior-Mage","Crusade",3,"Remove Fear",6,6,35
"Warrior-Mage","Crusade",4,"Scare Monster",9,9,30
"Warrior-Mage","Crusade",5,"Sanctuary",12,12,50
"Warrior-Mage","Crusade",6,"Portal",14,14,50
"Warrior-Mage","Crusade",7,"Star Dust",15,14,55
"Warrior-Mage","Crusade",8,"Purify",17,12,55
"Warrior-Mage","Crusade",9,"Scatter Evil",20,20,50
"Warrior-Mage","Crusade",10,"Holy Orb",24,22,55
"Warrior-Mage","Crusade",11,"Exorcism",27,26,50
"Warrior-Mage","Crusade",12,"Remove Curse",29,28,80
"Warrior-Mage","Crusade",13,"Sense Unseen",31,30,65
"Warrior-Mage","Crusade",14,"Protection from Evil",35,28,65
"Warrior-Mage","Crusade",15,"Judgment Thunder",42,38,85
"Warrior-Mage","Crusade",16,"Holy Word",45,45,80
"Warrior-Mage","Crusade",17,"Unbarring Ways",7,6,33
"Warrior-Mage","Crusade",18,"Arrest",23,20,60
"Warrior-Mage","Crusade",19,"Angelic Cloak",26,22,65
"Warrior-Mage","Crusade",20,"Dispel Undead & Demons",30,30,65
"Warrior-Mage","Crusade",21,"Dispel Evil",37,37,65
"Warrior-Mage","Crusade",22,"Holy Blade",39,80,95
"Warrior-Mage","Crusade",23,"Star Burst",45,55,70
"Warrior-Mage","Crusade",24,"Summon Angel",48,111,85
"Warrior-Mage","Crusade",25,"Heroism",10,10,66
"Warrior-Mage","Crusade",26,"Dispel Curse",36,45,80
"Warrior-Mage","Crusade",27,"Banish Evil",39,35,80
"Warrior-Mage","Crusade",28,"Armageddon",42,40,80
"Warrior-Mage","Crusade",29,"An Eye for an Eye",44,50,80
"Warrior-Mage","Crusade",30,"Wrath of the God",48,80,85
"Warrior-Mage","Crusade",31,"Divine Intervention",49,100,90
"Warrior-Mage","Crusade",32,"Crusade",50,100,80
"Warrior-Mage","Armageddon",1,"Lightning Bolt",2,3,30
"Warrior-Mage","Armageddon",2,"Frost Bolt",5,4,30
"Warrior-Mage","Armageddon",3,"Fire Bolt",7,6,40
"Warrior-Mage","Armageddon",4,"Acid Bolt",8,7,40
"Warrior-Mage","Armageddon",5,"Lightning Ball",11,9,40
"Warrior-Mage","Armageddon",6,"Frost Ball",13,10,45
"Warrior-Mage","Armageddon",7,"Fire Ball",16,14,45
"Warrior-Mage","Armageddon",8,"Acid Ball",17,15,50
"Warrior-Mage","Armageddon",9,"Shard Bolt",19,15,50
"Warrior-Mage","Armageddon",10,"Gravity Bolt",22,19,60
"Warrior-Mage","Armageddon",11,"Plasma Bolt",23,21,60
"Warrior-Mage","Armageddon",12,"Meteor",25,25,60
"Warrior-Mage","Armageddon",13,"Thunderclap",27,27,60
"Warrior-Mage","Armageddon",14,"Windblast",32,29,60
"Warrior-Mage","Armageddon",15,"Hellstorm",34,35,60
"Warrior-Mage","Armageddon",16,"Rocket",37,44,60
"Warrior-Mage","Armageddon",17,"Ice Bolt",21,22,60
"Warrior-Mage","Armageddon",18,"Water Ball",23,27,60
"Warrior-Mage","Armageddon",19,"Breathe Lightning",25,26,60
"Warrior-Mage","Armageddon",20,"Breathe Frost",27,28,60
"Warrior-Mage","Armageddon",21,"Breathe Fire",29,30,70
"Warrior-Mage","Armageddon",22,"Breathe Acid",33,35,70
"Warrior-Mage","Armageddon",23,"Breathe Plasma",35,45,70
"Warrior-Mage","Armageddon",24,"Breathe Gravity",42,45,70
"Warrior-Mage","Armageddon",25,"Mana Bolt",25,20,50
